,Verse,Meter,char_count
201623,andyourbirch canoeforsailing,trochaic,8
201624,andtheoilofmishe nahma,trochaic,8
201625,sotosmearitssidesthatswiftly,trochaic,8
201626,youmaypasstheblackpitch water,trochaic,8
201627,slaythismercilessmagician,trochaic,8
201628,savethepeoplefromthefever,trochaic,8
201629,thathebreathesacrossthefen lands,trochaic,8
201630,andavengemyfather'smurder,trochaic,8
201631,straightwaythenmyhiawatha,trochaic,8
201632,armedhimselfwithallhiswar gear,trochaic,8
201633,launchedhisbirch canoeforsailing,trochaic,8
201634,withhispalmitssideshepatted,trochaic,8
201635,saidwithglee cheemaunmydarling,trochaic,8
201636,omybirch canoe leapforward,trochaic,8
201637,whereyouseethefieryserpents,trochaic,8
201638,whereyouseetheblackpitch water,trochaic,8
201639,forwardleapedcheemaunexulting,trochaic,8
201640,andthenoblehiawatha,trochaic,8
201641,sanghiswar songwildandwoful,trochaic,8
201642,andabovehimthewar eagle,trochaic,8
201643,thekeneuthegreatwar eagle,trochaic,8
201644,masterofallfowlswithfeathers,trochaic,8
201645,screamedandhurtledthroughtheheavens,trochaic,8
201646,soonhereachedthefieryserpents,trochaic,8
201648,lyinghugeuponthewater,trochaic,8
201649,sparklingripplinginthewater,trochaic,8
201650,lyingcoiledacrossthepassage,trochaic,8
201651,withtheirblazingcrestsuplifted,trochaic,8
201652,breathingfieryfogsandvapors,trochaic,8
201653,sothatnonecouldpassbeyondthem,trochaic,8
201654,butthefearlesshiawatha,trochaic,8
201655,criedaloudandspakeinthiswise,trochaic,8
201656,letmepassmywaykenabeek,trochaic,8
201657,letmegouponmyjourney,trochaic,8
201658,andtheyansweredhissingfiercely,trochaic,8
201659,withtheirfierybreathmadeanswer,trochaic,8
201660,backgoback oshaugodaya,trochaic,8
201661,backtooldnokomisfaint heart,trochaic,8
201662,thentheangryhiawatha,trochaic,8
201663,raisedhismightybowofash tree,trochaic,8
201664,seizedhisarrowsjasper headed,trochaic,8
201665,shotthemfastamongtheserpents,trochaic,8
201666,everytwangingofthebow string,trochaic,8
201667,wasawar cryandadeath cry,trochaic,8
201668,everywhizzingofanarrow,trochaic,8
201669,wasadeath songofkenabeek,trochaic,8
201670,welteringinthebloodywater,trochaic,8
201671,deadlayallthefieryserpents,trochaic,8
201672,andamongthemhiawatha,trochaic,8
201673,harmlesssailedandcriedexulting,trochaic,8
201674,onwardocheemaunmydarling,trochaic,8
201675,onwardtotheblackpitch water,trochaic,8
201676,thenhetooktheoilofnahma,trochaic,8
201677,andthebowsandsidesanointed,trochaic,8
201678,smearedthemwellwithoilthatswiftly,trochaic,8
201679,hemightpasstheblackpitch water,trochaic,8
201680,allnightlonghesaileduponit,trochaic,8
201681,saileduponthatsluggishwater,trochaic,8
201682,coveredwithitsmouldofages,trochaic,8
201683,blackwithrottingwater rushes,trochaic,8
201684,rankwithflagsandleavesoflilies,trochaic,8
201685,stagnantlifelessdrearydismal,trochaic,8
201686,lightedbytheshimmeringmoonlight,trochaic,8
201687,andbywill o' the wispsillumined,trochaic,8
201688,firesbyghostsofdeadmenkindled,trochaic,8
201689,intheirwearynight encampments,trochaic,8
201690,alltheairwaswhitewithmoonlight,trochaic,8
201691,allthewaterblackwithshadow,trochaic,8
201692,andaroundhimthesuggema,trochaic,8
201693,themosquitosanghiswar song,trochaic,8
201694,andthefire flieswah wah taysee,trochaic,8
201695,wavedtheirtorchestomisleadhim,trochaic,8
201696,andthebull frogthedahinda,trochaic,8
201697,thrusthisheadintothemoonlight,trochaic,8
201698,fixedhisyelloweyesuponhim,trochaic,8
201699,sobbedandsankbeneaththesurface,trochaic,8
201700,andanonathousandwhistles,trochaic,8
201701,answeredoverallthefen lands,trochaic,8
201702,andtheherontheshuh shuh gah,trochaic,8
201703,faroffonthereedymargin,trochaic,8
201704,heraldedthehero'scoming,trochaic,8
201705,westwardthusfaredhiawatha,trochaic,8
201706,towardtherealmofmegissogwon,trochaic,8
201707,towardthelandofthepearl feather,trochaic,8
201708,tillthelevelmoonstaredathim,trochaic,8
201709,inhisfacestaredpaleandhaggard,trochaic,8
201710,tillthesunwashotbehindhim,trochaic,8
201711,tillitburneduponhisshoulders,trochaic,8
201712,andbeforehimontheupland,trochaic,8
201713,hecouldseetheshiningwigwam,trochaic,8
201714,ofthemanitoofwampum,trochaic,8
201715,ofthemightiestofmagicians,trochaic,8
201716,thenoncemorecheemaunhepatted,trochaic,8
201717,tohisbirch canoesaid onward,trochaic,8
201718,anditstirredinallitsfibres,trochaic,8
201719,andwithonegreatboundoftriumph,trochaic,8
201720,leapedacrossthewater lilies,trochaic,8
201721,leapedthroughtangledflagsandrushes,trochaic,8
201722,anduponthebeachbeyondthem,trochaic,8
201723,dry shodlandedhiawatha,trochaic,8
201724,straighthetookhisbowofash tree,trochaic,8
201725,onthesandoneendherested,trochaic,8
201726,withhiskneehepressedthemiddle,trochaic,8
201727,stretchedthefaithfulbow stringtighter,trochaic,8
201728,tookanarrowjasper headed,trochaic,8
201729,shotitattheshiningwigwam,trochaic,8
201730,sentitsingingasaherald,trochaic,8
201731,asabearerofhismessage,trochaic,8
201732,ofhischallengeloudandlofty,trochaic,8
201733,comeforthfromyourlodgepearl feather,trochaic,8
201734,hiawathawaitsyourcoming,trochaic,8
201735,straightwayfromtheshiningwigwam,trochaic,8
201736,camethemightymegissogwon,trochaic,8
201737,tallofstaturebroadofshoulder,trochaic,8
201738,darkandterribleinaspect,trochaic,8
201739,cladfromheadtofootinwampum,trochaic,8
201740,armedwithallhiswarlikeweapons,trochaic,8
201741,paintedliketheskyofmorning,trochaic,8
201742,streakedwithcrimsonblueandyellow,trochaic,8
201743,crestedwithgreateagle feathers,trochaic,8
201744,streamingupwardstreamingoutward,trochaic,8
201745,welliknowyouhiawatha,trochaic,8
201746,criedheinavoiceofthunder,trochaic,8
201747,inatoneofloudderision,trochaic,8
201748,hastenbackoshaugodaya,trochaic,8
201749,hastenbackamongthewomen,trochaic,8
201751,iwillslayyouasyoustandthere,trochaic,8
201752,asofoldislewherfather,trochaic,8
201753,butmyhiawathaanswered,trochaic,8
201754,nothingdauntedfearingnothing,trochaic,8
201755,bigwordsdonotsmitelikewar clubs,trochaic,8
201756,boastfulbreathisnotabow string,trochaic,8
201757,tauntsarenotsosharpasarrows,trochaic,8
201758,deedsarebetterthingsthanwordsare,trochaic,8
201759,actionsmightierthanboastings,trochaic,8
201760,thenbeganthegreatestbattle,trochaic,8
201761,thatthesunhadeverlookedon,trochaic,8
201762,thatthewar birdseverwitnessed,trochaic,8
201763,allasummer'sdayitlasted,trochaic,8
201764,fromthesunrisetothesunset,trochaic,8
201765,fortheshaftsofhiawatha,trochaic,8
201766,harmlesshittheshirtofwampum,trochaic,8
201767,harmlessfelltheblowshedealtit,trochaic,8
201768,withhismittensminjekahwun,trochaic,8
201769,harmlessfelltheheavywar club,trochaic,8
201770,itcoulddashtherocksasunder,trochaic,8
201771,butitcouldnotbreakthemeshes,trochaic,8
201772,ofthatmagicshirtofwampum,trochaic,8
201773,tillatsunsethiawatha,trochaic,8
201774,leaningonhisbowofash tree,trochaic,8
201775,woundedwearyanddesponding,trochaic,8
201776,withhismightywar clubbroken,trochaic,8
201777,withhismittenstornandtattered,trochaic,8
201778,andthreeuselessarrowsonly,trochaic,8
201779,pausedtorestbeneathapine tree,trochaic,8
201780,fromwhosebranchestrailedthemosses,trochaic,8
201781,andwhosetrunkwascoatedover,trochaic,8
201782,withthedead man'smoccasin leather,trochaic,8
201783,withthefunguswhiteandyellow,trochaic,8
201784,suddenlyfromtheboughsabovehim,trochaic,8
201785,sangthemamathewoodpecker,trochaic,8
201786,aimyourarrowshiawatha,trochaic,8
201787,attheheadofmegissogwon,trochaic,8
201788,strikethetuftofhairuponit,trochaic,8
201789,attheirrootsthelongblacktresses,trochaic,8
201790,therealonecanhebewounded,trochaic,8
201791,wingedwithfeatherstippedwithjasper,trochaic,8
201792,swiftflewhiawatha'sarrow,trochaic,8
201793,justasmegissogwonstooping,trochaic,8
201794,raisedaheavystonetothrowit,trochaic,8
201795,fulluponthecrownitstruckhim,trochaic,8
201796,attherootsofhislongtresses,trochaic,8
201797,andhereeledandstaggeredforward,trochaic,8
201798,plunginglikeawoundedbison,trochaic,8
201799,yeslikepezhekeethebison,trochaic,8
201800,whenthesnowisontheprairie,trochaic,8
201801,swifterflewthesecondarrow,trochaic,8
201802,inthepathwayoftheother,trochaic,8
201803,piercingdeeperthantheother,trochaic,8
201804,woundingsorerthantheother,trochaic,8
201805,andthekneesofmegissogwon,trochaic,8
201806,shooklikewindyreedsbeneathhim,trochaic,8
201807,bentandtrembledliketherushes,trochaic,8
201808,butthethirdandlatestarrow,trochaic,8
201809,swiftestflewandwoundedsorest,trochaic,8
201810,andthemightymegissogwon,trochaic,8
201811,sawthefieryeyesofpauguk,trochaic,8
201812,sawtheeyesofdeathglareathim,trochaic,8
201813,heardhisvoicecallinthedarkness,trochaic,8
201814,atthefeetofhiawatha,trochaic,8
201815,lifelesslaythegreatpearl feather,trochaic,8
201816,laythemightiestofmagicians,trochaic,8
201817,thenthegratefulhiawatha,trochaic,8
201818,calledthemamathewoodpecker,trochaic,8
201819,fromhisperchamongthebranches,trochaic,8
201820,ofthemelancholypine tree,trochaic,8
201821,andinhonorofhisservice,trochaic,8
201822,stainedwithbloodthetuftoffeathers,trochaic,8
201823,onthelittleheadofmama,trochaic,8
201824,eventothisdayhewearsit,trochaic,8
201825,wearsthetuftofcrimsonfeathers,trochaic,8
201826,asasymbolofhisservice,trochaic,8
