Verse, Meter
Masses and moving shapes of shade, anapaest
By the trembling ladder steep and tall, anapaest
To the highest window in the wall, anapaest
Where he paused to listen and look down, anapaest
A moment on the roofs of the town, anapaest
And the moonlight flowing over all, anapaest
Beneath in the churchyard lay the dead, anapaest
In their night encampment on the hill, anapaest
Wrapped in silence so deep and still, anapaest
That he could hear like a sentinel's tread, anapaest
The watchful night wind as it went, anapaest
Creeping along from tent to tent, anapaest
And seeming to whisper 'All is well', anapaest
A moment only he feels the spell, anapaest
Of the place and the hour and the secret dread, anapaest
Of the lonely belfry and the dead, anapaest
For suddenly all his thoughts are bent, anapaest
On a shadowy something far away, anapaest
Where the river widens to meet the bay, anapaest
A line of black that bends and floats, anapaest
On the rising tide like a bridge of boats, anapaest
Meanwhile impatient to mount and ride, anapaest
Booted and spurred with a heavy stride, anapaest
On the opposite shore walked Paul Revere, anapaest
Now he patted his horse's side, anapaest
Now gazed at the landscape far and near, anapaest
Then impetuous stamped the earth, anapaest
And turned and tightened his saddle girth, anapaest
But mostly he watched with eager search, anapaest
The belfry tower of the Old North Church, anapaest
As it rose above the graves on the hill, anapaest
Lonely and spectral and sombre and still, anapaest
And lo as he looks on the belfry's height, anapaest
A glimmer and then a gleam of light, anapaest
He springs to the saddle the bridle he turns, anapaest
But lingers and gazes till full on his sight, anapaest
A second lamp in the belfry burns, anapaest
A hurry of hoofs in a village street, anapaest
A shape in the moonlight a bulk in the dark, anapaest
And beneath from the pebbles in passing a spark, anapaest
Struck out by a steed flying fearless and fleet, anapaest
That was all And yet through the gloom and the light, anapaest
The fate of a nation was riding that night, anapaest
And the spark struck out by that steed in his flight, anapaest
Kindled the land into flame with its heat, anapaest
He has left the village and mounted the steep, anapaest
And beneath him tranquil and broad and deep, anapaest
Is the Mystic meeting the ocean tides, anapaest
And under the alders that skirt its edge, anapaest
Now soft on the sand now loud on the ledge, anapaest
Is heard the tramp of his steed as he rides, anapaest
It was twelve by the village clock, anapaest
When he crossed the bridge into Medford town, anapaest
He heard the crowing of the cock, anapaest
And the barking of the farmer's dog, anapaest
And felt the damp of the river fog, anapaest
That rises after the sun goes down, anapaest
It was one by the village clock, anapaest
When he galloped into Lexington, anapaest
He saw the gilded weathercock, anapaest
Swim in the moonlight as he passed, anapaest
And the meeting house windows blank and bare, anapaest
Gaze at him with a spectral glare, anapaest
As if they already stood aghast, anapaest
At the bloody work they would look upon, anapaest
It was two by the village clock, anapaest
When he came to the bridge in Concord town, anapaest
He heard the bleating of the flock, anapaest
And the twitter of birds among the trees, anapaest
And felt the breath of the morning breeze, anapaest
Blowing over the meadows brown, anapaest
And one was safe and asleep in his bed, anapaest
Who at the bridge would be first to fall, anapaest
Who that day would be lying dead, anapaest
Pierced by a British musket ball, anapaest
You know the rest In the books you have read, anapaest
How the British Regulars fired and fled, anapaest
How the farmers gave them ball for ball, anapaest
From behind each fence and farm yard wall, anapaest
Chasing the red coats down the lane, anapaest
Then crossing the fields to emerge again, anapaest
Under the trees at the turn of the road, anapaest
And only pausing to fire and load, anapaest
So through the night rode Paul Revere, anapaest
And so through the night went his cry of alarm, anapaest
To every Middlesex village and farm, anapaest
A cry of defiance and not of fear, anapaest
A voice in the darkness a knock at the door, anapaest
And a word that shall echo forevermore, anapaest
For borne on the night wind of the Past, anapaest
Through all our history to the last, anapaest
In the hour of darkness and peril and need, anapaest
The people will waken and listen to hear, anapaest
The hurrying hoof beats of that steed, anapaest
And the midnight message of Paul Revere, anapaest
Does it matter losing your legs, anapaest
For people will always be kind, anapaest
And you need not show that you mind, anapaest
To gobble their muffins and eggs, anapaest
Does it matter losing your sight, anapaest
There's such splendid work for the blind, anapaest
And people will always be kind, anapaest
As you sit on the terrace remembering, anapaest
And turning your face to the light, anapaest
Do they matter those dreams from the pit, anapaest
You can drink and forget and be glad, anapaest
And people won't say that you're mad, anapaest
For they'll know you've fought for your country, anapaest
And no one will worry a bit, anapaest
O rose thou art sick, anapaest
The invisible worm, anapaest
That flies in the night, anapaest
In the howling storm, anapaest
Has found out thy bed, anapaest
Of crimson joy, anapaest
And his dark secret love, anapaest
Does thy life destroy, anapaest
The Assyrian came down like the wolf on the fold, anapaest
And his cohorts were gleaming in purple and gold, anapaest
And the sheen of their spears was like stars on the sea, anapaest
When the blue wave rolls nightly on deep Galilee, anapaest
Like the leaves of the forest when Summer is green, anapaest
That host with their banners at sunset were seen, anapaest
Like the leaves of the forest when Autumn hath blown, anapaest
That host on the morrow lay withered and strown, anapaest
For the Angel of Death spread his wings on the blast, anapaest
And breathed in the face of the foe as he passed, anapaest
And the eyes of the sleepers waxed deadly and chill, anapaest
And their hearts but once heaved and for ever grew still, anapaest
And there lay the steed with his nostril all wide, anapaest
But through it there rolled not the breath of his pride, anapaest
And the foam of his gasping lay white on the turf, anapaest
And cold as the spray of the rock beating surf, anapaest
And there lay the rider distorted and pale, anapaest
With the dew on his brow and the rust on his mail, anapaest
And the tents were all silent the banners alone, anapaest
The lances unlifted the trumpet unblown, anapaest
Autumn is wearing her bright golden crown, anapaest
For this morning she’s coming to visit our town, anapaest
And Wind her best friend will be joining her too, anapaest
Will they have a nice day and just what will they do, anapaest
She’ll be changing the colours of leaves on our trees, anapaest
And Wind likes to tease with his cold playful breeze, anapaest
As the leaves tumble down in a pile on the ground, anapaest
He will take a deep breath and blow them around, anapaest
They'll both knock down conkers for children to find, anapaest
But the nuts aren’t just there for the good of mankind, anapaest
The squirrels like nuts and they’ll store them away, anapaest
But then out they will come on those cold wintry days, anapaest
So what do you think that the two friends might eat, anapaest
What sorts of things would be good for a treat, anapaest
