الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
ابن مالك,الرجز,وافتح وضُم واكسر الثاني من ,  فعل ِ ثلاثيٍّ وزد نحو ضْمِن,وافتح وضُم واكسر الثاني من فعل ِ ثلاثيٍّ وزد نحو ضْمِن
ابن مالك,الرجز,ومنهاهُ أربعّ إن جُرّدا ,  وإن يُزد فيه فما ستاً عُدا,ومنهاهُ أربعّ إن جُرّدا وإن يُزد فيه فما ستاً عُدا
ابن مالك,الرجز,لاسم ٍ مُجرَّدٍ رُباع ٍ فعلل ,  وفعالّ وفِعللّ وفُعلل,لاسم ٍ مُجرَّدٍ رُباع ٍ فعلل وفعالّ وفِعللّ وفُعلل
ابن مالك,الرجز,ومع فعلٍّ فُعللّ وإن علا ,  فمع فعلّل ٍ حوى فعللا,ومع فعلٍّ فُعللّ وإن علا فمع فعلّل ٍ حوى فعللا
ابن مالك,الرجز,كذا فُعّللّ وفِعللّ وما ,  غاير للزّبد أو النقص انتمى,كذا فُعّللّ وفِعللّ وما غاير للزّبد أو النقص انتمى
ابن مالك,الرجز,والحرفُ إن يلزم فأصلﹼ والذي ,  لا يلزمُ الزائدُ مثل تا احتُذِى,والحرفُ إن يلزم فأصلﹼ والذي لا يلزمُ الزائدُ مثل تا احتُذِى
ابن مالك,الرجز,بضمن فعل قابل الأصول في ,  وزن ٍ وزائدّ بلفظه اكتفي,بضمن فعل قابل الأصول في وزن ٍ وزائدّ بلفظه اكتفي
ابن مالك,الرجز,وضاعف اللا إذا أصلّ بقي ,  كراء جعفر ٍوقاف فستق,وضاعف اللا إذا أصلّ بقي كراء جعفر ٍوقاف فستق
ابن مالك,الرجز,وإن يك الزائدُ ضِعف أصل ,  فاجعل في الوزن ما للأصل,وإن يك الزائدُ ضِعف أصل فاجعل في الوزن ما للأصل
ابن مالك,الرجز,واحكم بتأصيل حروف سمسم ,  ونحوه والخلف في كلملم,واحكم بتأصيل حروف سمسم ونحوه والخلف في كلملم
ابن مالك,الرجز,فبألِفّ أكثر من أصلين ,  صاحَبَ زائدّ بغير مين,فبألِفّ أكثر من أصلين صاحَبَ زائدّ بغير مين
ابن مالك,الرجز,واليا كذا والواو إن لم يقعا ,  كما هما في يؤيؤ ٍ وعوعا,واليا كذا والواو إن لم يقعا كما هما في يؤيؤ ٍ وعوعا
ابن مالك,الرجز,وهكذا همزّ وميمِّ سبقا ,  ثلاثة ً تأصيلها تحقّقا,وهكذا همزّ وميمِّ سبقا ثلاثة ً تأصيلها تحقّقا
ابن مالك,الرجز,كذاك همز ِ اخرّ بعد ألِف ,  أكثر من حرفين لفظها ردِف,كذاك همز ِ اخرّ بعد ألِف أكثر من حرفين لفظها ردِف
ابن مالك,الرجز,والنون في الآخِر كالهمز وفي ,  نحو غَضَنفر ٍ أصالة ً كُفي,والنون في الآخِر كالهمز وفي نحو غَضَنفر ٍ أصالة ً كُفي
ابن مالك,الرجز,ولتاء في التأنيث والمضارعه ,  ونحو الاستفعال والمطاوعه,ولتاء في التأنيث والمضارعه ونحو الاستفعال والمطاوعه
ابن مالك,الرجز,والهاء وقفاً كلمه ولم نره ,  واللام في الإشارة المُشتهره,والهاء وقفاً كلمه ولم نره واللام في الإشارة المُشتهره
ابن مالك,الرجز,وامنع زيادة ً بلا قيدٍ ثبت ,  إن لم تبيّن حجّةﹼ كحِظلت,وامنع زيادة ً بلا قيدٍ ثبت إن لم تبيّن حجّةﹼ كحِظلت
ابن مالك,الرجز,للوصل همزّ سابقّ لا يثبُتُ ,  إلا إذا ابتُدِىَ به كاستثبتوا,للوصل همزّ سابقّ لا يثبُتُ إلا إذا ابتُدِىَ به كاستثبتوا
ابن مالك,الرجز,وهو لفعل ٍ ماض ٍ احتوى على ,  أكثر من أربعة ٍ نحو انجلى,وهو لفعل ٍ ماض ٍ احتوى على أكثر من أربعة ٍ نحو انجلى
ابن مالك,الرجز,والأمر والمصدر ِ منه وكذا ,  أمرُ الثلاثي كاخشَ وامض ِ وانفذا,والأمر والمصدر ِ منه وكذا أمرُ الثلاثي كاخشَ وامض ِ وانفذا
ابن مالك,الرجز,وفي اسم ٍ استٍ ابن ٍ ابنم ٍ سُمِع ,  واثنين وامرئ وتأنيثٍ تبع,وفي اسم ٍ استٍ ابن ٍ ابنم ٍ سُمِع واثنين وامرئ وتأنيثٍ تبع
ابن مالك,الرجز,وايْمُنُ همزُ أل كذا ويُبدلُ ,  مدّاً في الاستفهام أو يُسهَّلُ,وايْمُنُ همزُ أل كذا ويُبدلُ مدّاً في الاستفهام أو يُسهَّلُ
ابن مالك,الرجز,أحرفُُ الإبدال هدأت موطيا , فأبدل الهمزة من واو ٍ ويا,أحرفُُ الإبدال هدأت موطيا فأبدل الهمزة من واو ٍ ويا
ابن مالك,الرجز,آخراً اثر ألِفٍ  زيدَ وفي ,  فاعل ما أعلَّ عيناً ذا اقتفي,آخراً اثر ألِفٍ زيدَ وفي فاعل ما أعلَّ عيناً ذا اقتفي
ابن مالك,الرجز,والمدُّ زيدَ ثالثاً  في الواحد ,  همزاً يُرى في مثل كالقلائد,والمدُّ زيدَ ثالثاً في الواحد همزاً يُرى في مثل كالقلائد
ابن مالك,الرجز,كذاك ثاني ليّنين اكتنفا ,  مدَّ مفاعل كجمع ٍ نيّفا,كذاك ثاني ليّنين اكتنفا مدَّ مفاعل كجمع ٍ نيّفا
ابن مالك,الرجز,وافتح ورُدَّ الهمز يا فيما أعِلّ ,  لاماً وفي هراوةٍ جُعِل,وافتح ورُدَّ الهمز يا فيما أعِلّ لاماً وفي هراوةٍ جُعِل
ابن مالك,الرجز,واواً وهمزاً أوّل الواوين رُدَّ ,  في بدء غير شبه ووُفيَ الأشدُّ,واواً وهمزاً أوّل الواوين رُدَّ في بدء غير شبه ووُفيَ الأشدُّ
ابن مالك,الرجز,ومدّاً ابدِل ثانيَ الهمزين من ,  كلمةٍ ان يسكُنْ كآثر وائتمن,ومدّاً ابدِل ثانيَ الهمزين من كلمةٍ ان يسكُنْ كآثر وائتمن
ابن مالك,الرجز,إن يُفتح اثر ضمٍّ او فتح ٍ قُلِب ,  واواً وياء إثر كسر ٍ ينقلب,إن يُفتح اثر ضمٍّ او فتح ٍ قُلِب واواً وياء إثر كسر ٍ ينقلب
ابن مالك,الرجز,ذو الكسر مطلقا كذا وما يُضمُّ , واواً أصر ما لم يكن لفظاً أتمُّ,ذو الكسر مطلقا كذا وما يُضمُّ واواً أصر ما لم يكن لفظاً أتمُّ
ابن مالك,الرجز,فذاك ياءً مُطلقاً جا وأؤمُّ ,  ونحوهُ وجهين في ثانيه أم,فذاك ياءً مُطلقاً جا وأؤمُّ ونحوهُ وجهين في ثانيه أم
ابن مالك,الرجز,وياءً اقلب ألِفاً كسراًً تلا ,  أو ياءَ تصغير ٍ بواو ٍ ذا افعلا,وياءً اقلب ألِفاً كسراًً تلا أو ياءَ تصغير ٍ بواو ٍ ذا افعلا
ابن مالك,الرجز,في آخر ٍ أو قبل تا التأنيث أو ,  زيادتي فعلان ذا أيضاً رأوا,في آخر ٍ أو قبل تا التأنيث أو زيادتي فعلان ذا أيضاً رأوا
ابن مالك,الرجز,في مصدر المعتلِّ عيناً والفعل ,  منه ُ صحيحّ غالباً نحوُ الحِوَل,في مصدر المعتلِّ عيناً والفعل منه ُ صحيحّ غالباً نحوُ الحِوَل
ابن مالك,الرجز,وجمعُ ذي عين ٍ أعِلَّ أو سكن, فاحكم بذا الإعلال فيه حيث عنّ,وجمعُ ذي عين ٍ أعِلَّ أو سكن** فاحكم بذا الإعلال فيه حيث عنّ
ابن مالك,الرجز,وصحَّحوا فعلة ً وفي فِعَل ,  وجهان والإعلالُ أولى كالخِيَل,وصحَّحوا فعلة ً وفي فِعَل وجهان والإعلالُ أولى كالخِيَل
ابن مالك,الرجز,والواو لاماً بعد فتح ٍ يا انقلب ,  كالمعطيان يرضيان ووَجَب,والواو لاماً بعد فتح ٍ يا انقلب كالمعطيان يرضيان ووَجَب
ابن مالك,الرجز,إبدالُ واو ٍ بعد ضمَّ من ألِف ,  ويا كموقن ٍ بذا لها اعتُرف,إبدالُ واو ٍ بعد ضمَّ من ألِف ويا كموقن ٍ بذا لها اعتُرف
ابن مالك,الرجز,ويُكسرُُ المضمومُ في جمع ٍ كما ,  يُقالُ هيم ّ عند جمع أهيما,ويُكسرُُ المضمومُ في جمع ٍ كما يُقالُ هيم ّ عند جمع أهيما
ابن مالك,الرجز,وواواً اثرَ الضّمَّ رُدَّ اليا متى ,  ألفي لام فعل ٍ او من قبل تا,وواواً اثرَ الضّمَّ رُدَّ اليا متى ألفي لام فعل ٍ او من قبل تا
ابن مالك,الرجز,كتاء بان ٍ من رمى كقدره ,  كذا إذا كسَبُعان صيَّرَه,كتاء بان ٍ من رمى كقدره كذا إذا كسَبُعان صيَّرَه
ابن مالك,الرجز,وإن تكن عيناً لِفعلَى وصفاً ,  فذاك بالوجهين عنهم يُلفى,وإن تكن عيناً لِفعلَى وصفاً فذاك بالوجهين عنهم يُلفى
ابن مالك,الرجز,من لام ِ فعَلى اسماً أتى الواو بدل , ياءٍ كتقوى غالباً جا ذا,من لام ِ فعَلى اسماً أتى الواو بدل ياءٍ كتقوى غالباً جا ذا
ابن مالك,الرجز,بالعكس جاء لام فُعلى وصفاً ,  وكونُ قصوى نادراً لا يخفى,بالعكس جاء لام فُعلى وصفاً وكونُ قصوى نادراً لا يخفى
ابن مالك,الرجز,إن يَسْكن السابق من واو ٍ ويا ,  واتصلا ومن عروض ٍ عزيا,إن يَسْكن السابق من واو ٍ ويا واتصلا ومن عروض ٍ عزيا
ابن مالك,الرجز,فياءَ الواو اقلِبن مُدغما ,  وشذَّ مُعطى غير ما قد رُسما,فياءَ الواو اقلِبن مُدغما وشذَّ مُعطى غير ما قد رُسما
ابن مالك,الرجز,من واو ٍ او ياءٍ بتحريك أصِل ,  ألِفاً ابدِل بعد فتح ٍ مُتّصل,من واو ٍ او ياءٍ بتحريك أصِل ألِفاً ابدِل بعد فتح ٍ مُتّصل
ابن مالك,الرجز,إن حُرِّك التالي وإن سُكِّنَ كفّ ,  إعلال غير ِ اللام وهي لا يُكفّ,إن حُرِّك التالي وإن سُكِّنَ كفّ إعلال غير ِ اللام وهي لا يُكفّ
ابن مالك,الرجز,إعلالها بساكن ٍ غير ألِف ,  أو ياء التشديدُ فيها قد ألِف,إعلالها بساكن ٍ غير ألِف أو ياء التشديدُ فيها قد ألِف
ابن مالك,الرجز,وصحّ عينُ فعَل ٍ وفعِلا ,  ذا أفعَل ِ كأغيَدٍ وأحولا,وصحّ عينُ فعَل ٍ وفعِلا ذا أفعَل ِ كأغيَدٍ وأحولا
ابن مالك,الرجز,وإن يبِنْ تفاعلّ من افتعل ,  والعينُ واوّ سَلِمَت ولم تُعلّ,وإن يبِنْ تفاعلّ من افتعل والعينُ واوّ سَلِمَت ولم تُعلّ
ابن مالك,الرجز,وإن لحرفين ذا الإعلالُ استُحِق ,  صُحِّحَ أوّلّ وعكسّ قد يحِق,وإن لحرفين ذا الإعلالُ استُحِق صُحِّحَ أوّلّ وعكسّ قد يحِق
ابن مالك,الرجز,وعينُ ما اخرهُ قد زيدَ ما ,  يخصُّ الاسمَ واجبﹼ أن يسلما,وعينُ ما اخرهُ قد زيدَ ما يخصُّ الاسمَ واجبﹼ أن يسلما
ابن مالك,الرجز,وقبل يا اقلب ميماً النونَ إذا ,  كان مسكّناً كمن بتّ انبذا,وقبل يا اقلب ميماً النونَ إذا كان مسكّناً كمن بتّ انبذا
ابن مالك,الرجز,لساكن ٍ صحَّ انقل ِ التحريك من , ذي لين ٍ آتٍ عين فعل كأبِن,لساكن ٍ صحَّ انقل ِ التحريك من ذي لين ٍ آتٍ عين فعل كأبِن
ابن مالك,الرجز,ما لم يكن فعلَ تعجُّبٍ ولا , كابْيَضَّ أو أهوى بلام ٍ عُلِّلا,ما لم يكن فعلَ تعجُّبٍ ولا كابْيَضَّ أو أهوى بلام ٍ عُلِّلا
ابن مالك,الرجز,ومثلُ فعل ٍ في ذا الاعلال اسمُ ,  ضاهي مضارعاً وفيه وسمُ,ومثلُ فعل ٍ في ذا الاعلال اسمُ ضاهي مضارعاً وفيه وسمُ
ابن مالك,الرجز,ومِفعَلّ صحِّح كالمفعال ,  وألِف الإفعال واستفعال,ومِفعَلّ صحِّح كالمفعال وألِف الإفعال واستفعال
ابن مالك,الرجز,أزل لذا الإعلال والتا الزم عِوَض ,  وحذفها بالنّقل رُبَّما عرَض,أزل لذا الإعلال والتا الزم عِوَض وحذفها بالنّقل رُبَّما عرَض
